timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
58355-10-30 00:00:00,77189.1,77402.12,76719.47,77259.46,2353.9044,1779379199999999,181463283.85318,636222,1169.83243,90200402.0744012,0
58356-04-13 16:00:00,77259.45,78098.16,77008.75,77690.56,2693.31851,1779393599999999,208942205.9974839,628414,1444.94401,112090844.8820212,0
58356-09-27 08:00:00,77690.56,77813.35,77534.43,77615.52,618.11224,1779407999999999,48028932.4141022,213461,294.20802,22862944.1777694,0
58357-03-13 00:00:00,77615.52,77817.8,77327.28,77779.98,884.30161,1779422399999999,68607031.5587212,262036,427.17072,33143756.5772798,0
58357-08-26 16:00:00,77779.98,77900.0,77288.77,77408.06,1756.84353,1779436799999999,136273565.877494,283504,906.59324,70335702.6432133,0
58358-02-09 08:00:00,77408.07,77535.0,77184.45,77428.84,1436.53453,1779451199999999,111089623.5665412,267845,801.66016,61993475.6058269,0
58358-07-26 00:00:00,77428.83,77584.94,76570.0,76790.59,2613.83665,1779465599999999,201277486.6758566,538200,1214.33412,93508827.9550131,0
58359-01-08 16:00:00,76790.6,77093.72,75668.76,75860.44,2815.05544,1779479999999999,215062349.72039047,642354,1155.82446,88356481.9979829,0
58359-06-24 08:00:00,75860.44,76087.85,75359.18,75539.5,1765.78958,1779494399999999,133890403.511456,376844,699.40806,53036409.8301329,0
58359-12-08 00:00:00,75539.5,75664.62,75220.0,75635.22,1896.10926,1779508799999999,143081863.3813734,379391,873.48877,65916406.9545704,0
58360-05-22 16:00:00,75635.22,75650.63,74289.6,74609.36,2690.99014,1779523199999999,201843393.9899397,291493,1110.13648,83245553.4227217,0
58360-11-05 08:00:00,74609.37,74873.55,74303.56,74789.99,2509.09623,1779537599999999,187368569.3401342,228680,1275.25508,95249750.401377,0
58361-04-21 00:00:00,74789.99,75726.3,74660.05,75520.0,2943.5001,1779551999999999,221349476.8966604,296058,1733.63409,130365734.3515465,0
58361-10-04 16:00:00,75519.99,76012.22,75371.72,75983.45,1772.27259,1779566399999999,134064251.7695557,295468,978.40975,74012454.7340106,0
58362-03-20 08:00:00,75983.45,77404.18,75953.94,76752.01,3274.91982,1779580799999999,251289050.3961526,612446,1767.66302,135616971.8260721,0
58362-09-03 00:00:00,76752.0,77011.62,76629.02,76750.0,1051.70404,1779595199999999,80792933.0795345,212742,538.63284,41381254.6790481,0
58363-02-16 16:00:00,76750.01,77065.94,76651.59,76799.99,817.66826,1779609599999999,62814260.3979385,156102,385.23253,29602440.4555004,0
58363-08-02 08:00:00,76799.99,77543.15,76734.42,77320.06,1746.24676,1779623999999999,134690446.9447062,220137,1008.35064,77772742.264606,0
58364-01-16 00:00:00,77320.06,77325.72,76195.36,76371.59,1982.25663,1779638399999999,151975091.4823176,328989,992.08098,76034392.5355646,0
58364-06-30 16:00:00,76371.59,76799.99,76371.59,76773.34,882.04437,1779652799999999,67601817.9946742,221766,522.87538,40072988.4642508,0
58364-12-14 08:00:00,76773.33,77225.97,76108.0,77064.96,1918.0815,1779667199999999,147050967.712145,473233,1065.96039,81764263.8892242,0
58365-05-30 00:00:00,77064.96,77485.0,76914.25,77026.67,1368.4044,1779681599999999,105578637.7312158,399478,646.2205,49867925.1630351,0
58365-11-12 16:00:00,77026.68,77650.0,76990.78,77401.12,1348.52945,1779695999999999,104322120.6755996,271955,726.71087,56225434.4548624,0
58366-04-28 08:00:00,77401.11,77699.97,77280.32,77357.5,1214.44703,1779710399999999,94099984.9474514,225247,589.81288,45695676.9409577,0
58366-10-12 00:00:00,77357.5,77905.52,77286.5,77628.82,1563.39696,1779724799999999,121251852.8471382,336312,758.01746,58786691.5250938,0
58367-03-27 16:00:00,77628.82,77807.29,77343.61,77441.86,1121.16576,1779739199999999,86986025.6494108,262382,546.847,42423205.2464346,0
58367-09-10 08:00:00,77441.85,77500.0,77019.82,77322.01,1056.37837,1779753599999999,81629383.1467815,283135,376.77283,29127362.3770259,0
58368-02-24 00:00:00,77322.01,77345.0,76475.59,76664.01,2145.81269,1779767999999999,164738004.8469679,395497,959.71538,73663856.0104969,0
58368-08-08 16:00:00,76664.0,77059.74,76603.73,76730.84,2043.2043,1779782399999999,156924704.3536484,323205,1101.74316,84610330.843761,0
58369-01-22 08:00:00,76730.84,77621.75,76586.94,77183.55,1896.99632,1779796799999999,146246716.33127,437344,1093.23542,84264284.1068454,0
58369-07-08 00:00:00,77183.56,78080.0,76272.63,76518.1,4834.0846,1779811199999999,372249541.91346073,1013990,2293.30111,176703480.6950315,0
58369-12-21 16:00:00,76518.1,76710.01,75779.3,76052.0,4688.69854,1779825599999999,357349325.2462373,860782,1755.65339,133764151.3484376,0
58370-06-06 08:00:00,76052.0,76180.0,75677.97,75930.01,1344.67984,1779839999999999,102101025.0060074,329927,663.39204,50370041.8721427,0
58370-11-20 00:00:00,75930.01,76104.02,75607.62,75683.0,2404.25109,1779854399999999,182437480.57988712,350806,1251.46277,94978374.9499975,0
58371-05-05 16:00:00,75683.0,75980.0,75310.9,75977.17,2224.40852,1779868799999999,168342969.9139334,390149,1099.61839,83250453.3335048,0
58371-10-19 08:00:00,75977.16,76071.41,75710.76,75769.18,1291.66875,1779883199999999,98055997.8637789,330751,715.9291,54350559.2963685,0
58372-04-03 00:00:00,75769.18,76174.15,74758.33,75326.01,5186.20338,1779897599999999,389924669.072026,1041783,2155.38354,162118758.5837,0
58372-09-16 16:00:00,75326.02,75408.01,74663.45,75066.08,3165.53822,1779911999999999,237469097.3716778,660988,1458.72293,109434870.0796243,0
58373-03-02 08:00:00,75066.09,75415.81,74243.99,74449.3,2605.70487,1779926399999999,194450048.10752112,592591,1309.70119,97747839.108904,0
58373-08-16 00:00:00,74449.31,74590.77,73060.59,73258.01,5727.94403,1779940799999999,422454652.7756379,957958,3044.53531,224565850.39811793,0
58374-01-29 16:00:00,73258.0,73512.14,72728.85,73498.0,4799.6102,1779955199999999,350788898.97205675,613599,2398.22201,175312520.8762126,0
58374-07-15 08:00:00,73498.0,73616.0,73193.13,73505.66,1994.38372,1779969599999999,146414650.8575235,379544,1103.18168,80994322.7891687,0
